Article ID,Article URL,Status,User Count,Users,Include,Relevant Population,Relevant Intervention ,Relevant Outcome,> 1 ORO,Outcome section,blue carbon flux/storage,User Notes,Title,Journal,Authors
91759762,https://sysrev.com/p/121334/article/91759762,consistent,2,deviveytia|||adriencomte.pro,true,true,true,true,,,,,Numerical Study of Efficiency Indices to Evaluate the Effect of Layout Mode of Artificial Reef Unit on Flow Field,JOURNAL OF MARINE SCIENCE AND ENGINEERING,"Zhang, Jiating; Zhu, Lixin; Liang, Zhenlin; Sun, Liyuan; Nie, Zhaoyi; Wang, Jiahao; Xie, Wude; Jiang, Zhaoyang"
91759763,https://sysrev.com/p/121334/article/91759763,consistent,2,deviveytia|||adriencomte.pro,false,true,false,false|||true,,,,,"OCEANOGRAPHY OF THE GULF OF TEHUANTEPEC, MEXICO, INDICATED BY RADIOLARIA REMAINS",PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY,"MOLINACRUZ, A; MARTINEZLOPEZ, M"
91759764,https://sysrev.com/p/121334/article/91759764,consistent,2,bopp|||yunne-jai.shin,true,true,true,true,true,false,,,Social connectivity and adaptive capacity strategies in large-scale fisheries,ECOLOGY AND SOCIETY,"Rubio, Iratxe; Hileman, Jacob; Ojea, Elena"
91759765,https://sysrev.com/p/121334/article/91759765,resolved,2,adriencomte.pro|||deviveytia,false,true,false,true,,,,,Assessing Global Marine Biodiversity Status within a Coupled Socio-Ecological Perspective,PLOS ONE,"Selig, Elizabeth R.; Longo, Catherine; Halpern, Benjamin S.; Best, Benjamin D.; Hardy, Darren; Elfes, Cristiane T.; Scarborough, Courtney; Kleisner, Kristin M.; Katona, Steven K."
91759766,https://sysrev.com/p/121334/article/91759766,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,Towards a framework for the assessment of saltwater intrusion in coastal aquifers,ENVIRONMENTAL IMPACT ASSESSMENT REVIEW,"Rachid, G.; El-Fadel, M.; Abou Najm, M.; Alameddine, I."
91759767,https://sysrev.com/p/121334/article/91759767,consistent,2,yunne-jai.shin|||deviveytia,true,true,true,true,true,false,,,Hybrid Floating Solar Plant Designs: A Review,ENERGIES,"Solomin, Evgeny; Sirotkin, Evgeny; Cuce, Erdem; Selvanathan, Shanmuga Priya; Kumarasamy, Sudhakar"
91759768,https://sysrev.com/p/121334/article/91759768,consistent,2,deviveytia|||jean-pierre.gattuso,false,false|||true,false|||true,true,,,,,Navigating urban heat-Assessing the potential of a pedestrian routing tool,URBAN CLIMATE,"Neset, T-S; Navarra, C.; Graca, M.; Opach, T.; Wilk, J.; Wallin, P.; Andersson, L.; Cruz, S. Santos; Monteiro, A.; Rod, J. K."
91759769,https://sysrev.com/p/121334/article/91759769,consistent,2,deviveytia|||adriencomte.pro,false,true,false,false|||true,,,,,Baltic Sea Operational Oceanography-A Stimulant for Regional Earth System Research,FRONTIERS IN EARTH SCIENCE,"She, Jun; Meier, H. E. Markus; Darecki, Miroslaw; Gorringe, Patrick; Huess, Vibeke; Kouts, Tarmo; Reissmann, Jan Hinrich; Tuomi, Laura"
91759770,https://sysrev.com/p/121334/article/91759770,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,Deep uncertainty in long-term hurricane risk: Scenario generation and implications for future climate experiments,GLOBAL ENVIRONMENTAL CHANGE-HUMAN AND POLICY DIMENSIONS,"Ranger, Nicola; Niehoerster, Falk"
91759771,https://sysrev.com/p/121334/article/91759771,consistent,2,deviveytia|||adriencomte.pro,true,true,true,true,,,,,ADAPTIVE CAPACITY AND ADAPTATION PRACTICES TO CLIMATE CHANGE IMPACTS OF FEMALE-HEADED HOUSEHOLDS IN THE PHILIPPINES,JATI-JOURNAL OF SOUTHEAST ASIAN STUDIES,"Delfino, Ariel N.; Dizon, Josefina T."
91759772,https://sysrev.com/p/121334/article/91759772,consistent,2,deviveytia|||adriencomte.pro,false,false|||true,false|||true,true,,,,,Conservation Opportunities Arise From the Co-Occurrence of Surfing and Key Biodiversity Areas,FRONTIERS IN MARINE SCIENCE,"Reineman, Dan R.; Koenig, Kellee; Strong-Cvetich, Nik; Kittinger, John N."
91759773,https://sysrev.com/p/121334/article/91759773,consistent,2,deviveytia|||bopp,false,true,false,true,,,,,Feeding increases the number of offspring but decreases parental investment of Red Sea coral Stylophora pistillata,ECOLOGY AND EVOLUTION,"Bellworthy, Jessica; Spangenberg, Jorge E.; Fine, Maoz"
91759774,https://sysrev.com/p/121334/article/91759774,consistent,2,deviveytia|||bopp,false,true,false,false|||true,,,,,Community effects following the deletion of a habitat-forming alga from rocky marine shores,OECOLOGIA,"Lilley, Stacie A.; Schiel, David R."
91759775,https://sysrev.com/p/121334/article/91759775,consistent,2,deviveytia|||jean-pierre.gattuso,false,false|||true,false|||true,true,,,,,Landsat-derived bathymetry of lakes on the Arctic Coastal Plain of northern Alaska,EARTH SYSTEM SCIENCE DATA,"Simpson, Claire E.; Arp, Christopher D.; Sheng, Yongwei; Carroll, Mark L.; Jones, Benjamin M.; Smith, Laurence C."
91759776,https://sysrev.com/p/121334/article/91759776,consistent,2,deviveytia|||adriencomte.pro,false,true,false,false|||true,,,,,Size scaling patterns of species richness and carbon biomass for marine phytoplankton functional groups,MARINE ECOLOGY-AN EVOLUTIONARY PERSPECTIVE,"Ignatiades, Lydia"
91759777,https://sysrev.com/p/121334/article/91759777,consistent,2,deviveytia|||adriencomte.pro,true,true,true,true,,true,,,Economic Analysis of the Potential Impact Climate Change in Fisheries,ADVANCED SCIENCE LETTERS,"Moegni, Nurtjahja; Sridadi, Ahmad Rizki"
91759778,https://sysrev.com/p/121334/article/91759778,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false|||true,false|||true,,,,,Rising extreme sea levels in the German Bight under enhanced CO2 levels: a regionalized large ensemble approach for the North Sea,CLIMATE DYNAMICS,"Lang, Andreas; Mikolajewicz, Uwe"
91759779,https://sysrev.com/p/121334/article/91759779,consistent,2,deviveytia|||adriencomte.pro,true,true,true,true,,,,,Recent developments and strategies in genome engineering and integrated fermentation approaches for biobutanol production from microalgae,FUEL,"Shanmugam, Sabarathinam; Hari, Anjana; Kumar, Deepak; Rajendran, Karthik; Mathimani, Thangavel; Atabani, A. E.; Brindhadevi, Kathirvel; Pugazhendhi, Arivalagan"
91759780,https://sysrev.com/p/121334/article/91759780,consistent,2,deviveytia|||adriencomte.pro,true,true,true,true,,,,,"Identification of limits and barriers to climate change adaptation: case study of two islands in Torres Strait, Australia",GEOGRAPHICAL RESEARCH,"McNamara, Karen E.; Westoby, Ross; Smithers, Scott G."
91759781,https://sysrev.com/p/121334/article/91759781,consistent,2,deviveytia|||adriencomte.pro,false,false,false|||true,false|||true,,,,,Life cycle assessment of the hydrometallurgical zinc production chain in China,JOURNAL OF CLEANER PRODUCTION,"Qi, Congcong; Ye, Liping; Ma, Xiaotian; Yang, Donglu; Hong, Jinglan"
91759782,https://sysrev.com/p/121334/article/91759782,consistent,2,deviveytia|||adriencomte.pro,false,false,true,true,,,,,"Reproductive phenology of two Mimusops species in relation to climate, tree diameter and canopy position in Benin (West Africa)",AFRICAN JOURNAL OF ECOLOGY,"Sanni, Gisele K. Sinasson; Shackleton, Charlie M.; Sinsin, Brice"
91759783,https://sysrev.com/p/121334/article/91759783,consistent,2,deviveytia|||jean-pierre.gattuso,false,false,true,true,,,,,Urban Resilience and Landslide Risk Management: The Case of Santos (Brazil),NA,"Ferreira, Karolyne; Abiko, Alex"
91759784,https://sysrev.com/p/121334/article/91759784,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,Influences of tropical monsoon climatology on the delivery and dispersal of organic carbon over the Upper Gulf of Thailand,MARINE GEOLOGY,"Wu, Bin; Wu, Xiaodan; Shi, Xuefa; Qiao, Shuqing; Liu, Shengfa; Hu, Limin; Liu, Jihua; Bai, Yazhi; Zhu, Aimei; Kornkanitnan, Narumol; Khokiattiwong, Somkiat"
91759785,https://sysrev.com/p/121334/article/91759785,consistent,2,deviveytia|||adriencomte.pro,false,false,false|||true,false|||true,,,,,Urbanization Alters the Influence of Weather and an Index of Forest Productivity on Avian Community Richness and Guild Abundance in the Seattle Metropolitan Area,FRONTIERS IN ECOLOGY AND EVOLUTION,"Shryock, Benjamin; Marzluff, John M.; Moskal, L. Monika"
91759786,https://sysrev.com/p/121334/article/91759786,consistent,2,deviveytia|||adriencomte.pro,false,false,false|||true,false|||true,,,,,"Integration of Biomonitoring and Instrumental Techniques to Assess the air Quality in An Industrial Area Located in the Coastal of Central Asturias, Spain",JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A-CURRENT ISSUES,"Almeida, Susana Marta; Lage, Joana; Freitas, Maria do Carmo; Pedro, Ana Isabel; Ribeiro, Tiago; Silva, Alexandra Viana; Canha, Nuno; Almeida-Silva, Marina; Sitoe, Timoteo; Dionisio, Isabel; Garcia, Silvia; Domingues, Goncalo; Perim de Faria, Julia; Gonzalez Fernandez, Beatriz; Ciaparra, Diane; Wolterbeek, Hubert T."
91759787,https://sysrev.com/p/121334/article/91759787,consistent,2,deviveytia|||adriencomte.pro,true,true,true,true,,,,,An innovative climate adaptation planning process: iDEAL project,JOURNAL OF ENVIRONMENTAL MANAGEMENT,"Lucertini, Giulia; Di Giustino, Gianmarco; Dall'Omo, Carlo Federico; Musco, Francesco"
91759788,https://sysrev.com/p/121334/article/91759788,resolved,2,jean-pierre.gattuso|||deviveytia,true,true,true,true,,,,,"Mainstreaming adaptation strategy for flood risk due to climate change impact on Jakabaring, Palembang, Indonesia",NA,"Hamdani, Y.; Ilmiaty, R. S.; Noviarti, D.; Hidayat, A."
91759789,https://sysrev.com/p/121334/article/91759789,consistent,2,deviveytia|||adriencomte.pro,false,false,false|||true,false|||true,,,,,EFFECT OF PHYSICAL-TRAINING ON BREATHING PATTERN DURING PROGRESSIVE EXERCISE,RESPIRATION PHYSIOLOGY,"MCPARLAND, C; KRISHNAN, B; LOBO, J; GALLAGHER, CG"
91759790,https://sysrev.com/p/121334/article/91759790,consistent,2,deviveytia|||jean-pierre.gattuso,false,false|||true,false|||true,true,,,,,"Integrated stratigraphy, facies analysis and correlation of the upper Albian-lower Turonian of the Esfahan area (Iran): Unravelling the conundrum of the so-called ``Glauconitic Limestone{''",CRETACEOUS RESEARCH,"Hairapetian, Vachik; Wilmsen, Markus; Ahmadi, Amir; Shojaei, Ziba; Berensmeier, Michaela; Majidifard, Mahmoud Reza"
91759791,https://sysrev.com/p/121334/article/91759791,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,Forecasting shifts in habitat suitability of three marine predators suggests a rapid decline in inter-specific overlap under future climate change,ECOLOGY AND EVOLUTION,"van Beest, Floris M.; Dietz, Rune; Galatius, Anders; Kyhn, Line Anker; Sveegaard, Signe; Teilmann, Jonas"
91759792,https://sysrev.com/p/121334/article/91759792,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,Mercury Inputs Into Eastern China Seas Revealed by Mercury Isotope Variations in Sediment Cores,JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,"Meng, Mei; Liu, Hongwei; Yu, Ben; Yin, Yongguang; Hu, Ligang; Li, Yanbin; Chen, Jiubin; Shi, Jianbo; Jiang, Guibin"
91759793,https://sysrev.com/p/121334/article/91759793,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,"Feasibility of recharging reclaimed wastewater to the coastal aquifers of Perth, Western Australia",PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,"Li, Q.; Harris, B.; Aydogan, C.; Ang, M.; Tade, M."
91759794,https://sysrev.com/p/121334/article/91759794,consistent,2,deviveytia|||jean-pierre.gattuso,true,true,true,true,false,,,,Impacts of sea level rise on wave overtopping rates around the coast of England,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MARITIME ENGINEERING,"Hames, Dominic P.; Vidal, Isabel; Gouldby, Ben P."
91759795,https://sysrev.com/p/121334/article/91759795,consistent,2,deviveytia|||adriencomte.pro,false,false,false|||true,false|||true,,,,,The syn-rift stratigraphic record across a fossil hyper-extended rifted margin: the example of the northwestern Adriatic margin exposed in the Central Alps,INTERNATIONAL JOURNAL OF EARTH SCIENCES,"Ribes, Charlotte; Manatschal, Gianreto; Ghienne, Jean-Francois; Karner, Garry D.; Johnson, Christopher A.; Figueredo, Patricio H.; Incerpi, Nicolo; Epin, Marie-Eva"
91759796,https://sysrev.com/p/121334/article/91759796,resolved,3,deviveytia|||jean-pierre.gattuso|||yunne-jai.shin,true,true,true,true,false,true,false,,Beyond static spatial management: Scientific and legal considerations for dynamic management in the high seas,MARINE POLICY,"Crespo, Guillermo Ortuno; Mossop, Joanna; Dunn, Daniel; Gjerde, Kristina; Hazen, Elliott; Reygondeau, Gabriel; Warner, Robin; Tittensor, Derek; Halpin, Patrick"
91759797,https://sysrev.com/p/121334/article/91759797,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,Uncertainty in the oceanic heat and carbon uptake and its impact on climate projections,GEOPHYSICAL RESEARCH LETTERS,"Sokolov, A; Wang, C; Holian, G; Stone, P; Prinn, R"
91759798,https://sysrev.com/p/121334/article/91759798,consistent,2,deviveytia|||jean-pierre.gattuso,true,true,true,true,false,,,,Long-term CO2 Emission Reduction from Renewable Energy in Power Sector: The case of Thailand in 2050,NA,"Kusumadewi, Tri Vicca; Winyuchakrit, Pornphimol; Limmeechokchai, Bundit"
91759799,https://sysrev.com/p/121334/article/91759799,consistent,2,bopp|||yunne-jai.shin,false,false|||true,false|||true,true,,,,,PERFORMANCE AND SENSITIVITY OF RAPID SUBLETHAL SEDIMENT TOXICITY TESTS WITH THE AMPHIPOD MELITA PLUMULOSA AND COPEPOD NITOCRA SPINIPES,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"Simpson, Stuart L.; Spadaro, David A."
91759800,https://sysrev.com/p/121334/article/91759800,consistent,2,deviveytia|||adriencomte.pro,false,false,false|||true,false|||true,,,,,"Fate and consequence of nutrients at an abandoned feedlot, Glacial Ridge National Wildlife Refuge, Minnesota, USA",ELEMENTA-SCIENCE OF THE ANTHROPOCENE,"Gerla, Philip J.; Gbolo, Prosper"
91759801,https://sysrev.com/p/121334/article/91759801,consistent,2,deviveytia|||jean-pierre.gattuso,false,false|||true,false|||true,true,,,,,The Gariep Belt,NA,"Frimmel, Hartwig Ernest"
91759802,https://sysrev.com/p/121334/article/91759802,consistent,2,deviveytia|||yunne-jai.shin,false,true,false,true,,,,,Physical model for the decay and preservation of marine organic carbon,SCIENCE,"Rothman, Daniel H.; Forney, David C."
91759803,https://sysrev.com/p/121334/article/91759803,consistent,2,yunne-jai.shin|||deviveytia,false,false,true,true,,,,,Soil and Environmental Management,NA,"Kaliappan, Sathiya Bama; Gunasekaran, Yazhini; Smyrna, R.; Meena, Ram Swaroop"
91759804,https://sysrev.com/p/121334/article/91759804,consistent,2,deviveytia|||jean-pierre.gattuso,false,false|||true,false|||true,true,,,,,Characterization of the Adsorption of Nucleic Acid Bases onto Ferrihydrite via Fourier Transform Infrared and Surface-Enhanced Raman Spectroscopy and X-ray Diffractometry,ASTROBIOLOGY,"Canhisares-Filho, Jose E.; Carneiro, Cristine E. A.; de Santana, Henrique; Urbano, Alexandre; da Costa, Antonio C. S.; Zaia, Cassia T. B. V.; Zaia, Dimas A. M."
91759805,https://sysrev.com/p/121334/article/91759805,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,"""could be relevant but climate change not mentioned""",Management of aquifer recharge in Lebanon by removing seawater intrusion from coastal aquifers,JOURNAL OF ENVIRONMENTAL MANAGEMENT,"Masciopinto, Costantino"
91759806,https://sysrev.com/p/121334/article/91759806,resolved,3,deviveytia|||adriencomte.pro|||yunne-jai.shin,false,true,false,false,,,,"""no mention of climate change """,Breaking Resilience for a Sustainable Future: Thoughts for the Anthropocene,FRONTIERS IN MARINE SCIENCE,"Glaser, Marion; Plass-Johnson, Jeremiah G.; Ferse, Sebastian C. A.; Neil, Muhammad; Satari, Dewi Y.; Teichberg, Mirta; Reuter, Hauke"
91759807,https://sysrev.com/p/121334/article/91759807,consistent,2,deviveytia|||adriencomte.pro,false,true,false|||true,true,,true,,,The role of changing climate in driving the shift from perennial grasses to annual succulents in a Mediterranean saltmarsh,JOURNAL OF ECOLOGY,"Strain, Elisabeth M. A.; van Belzen, Jim; Comandini, Paolo; Wong, Joanne; Bouma, Tjeerd J.; Airoldi, Laura"
91759808,https://sysrev.com/p/121334/article/91759808,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,The effect of an emergent vegetation (i.e. Phragmistes Australis) on wave attenuation and wave kinematics,JOURNAL OF COASTAL RESEARCH,"Akgul, M. Adil; Yilmazer, Didem; Oguz, Elif; Kabdasli, M. Sedat; Yagci, Oral"
91759809,https://sysrev.com/p/121334/article/91759809,resolved,3,deviveytia|||jean-pierre.gattuso|||yunne-jai.shin,true,true,true,true,false,false,false,"""Talks about factors affecting vulnerability in some communities, but by comparison the inverse of these characteristics influence adaptation in the comparison community""",Assessment of climatic variability risks with application of livelihood vulnerability indices,ENVIRONMENT DEVELOPMENT AND SUSTAINABILITY,"Mukherjee, Nabanita; Siddique, Giyasuddin"
91759810,https://sysrev.com/p/121334/article/91759810,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,Nitrogen fixation in a chemoautotrophic lucinid symbiosis,NATURE MICROBIOLOGY,"Koenig, Sten; Gros, Olivier; Heiden, Stefan E.; Hinzke, Tjorven; Thuermer, Andrea; Poehlein, Anja; Meyer, Susann; Vatin, Magalie; Mbeguie-A-Mbeguie, Didier; Tocny, Jennifer; Ponnudurai, Ruby; Daniel, Rolf; Becher, Doerte; Schweder, Thomas; Markert, Stephanie"
91759811,https://sysrev.com/p/121334/article/91759811,consistent,2,deviveytia|||bopp,false,false|||true,false|||true,true,,,,,Environmental impacts of desalination and brine treatment - Challenges and mitigation measures,MARINE POLLUTION BULLETIN,"Panagopoulos, Argyris; Haralambous, Katherine-Joanne"
91759812,https://sysrev.com/p/121334/article/91759812,consistent,2,deviveytia|||jean-pierre.gattuso,false,false,true,true,,,,,Conservation Tillage in Potato Rotations in Eastern Canada,NA,"Carter, M. R.; Peters, R. D.; Sanderson, J. B."
91759813,https://sysrev.com/p/121334/article/91759813,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,"Shipping and empire building: crown versus individuals in Portuguese overseas expansion, c.1500-1700. A mixed model of seaport development",INTERNATIONAL JOURNAL OF MARITIME HISTORY,"Polonia, Amelia; Oliveira, Liliana"
91759814,https://sysrev.com/p/121334/article/91759814,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,"Use of salinity and resistivity measurements to study the coastal aquifer salinization in a semi-arid region: a case study in northeast Nile Delta, Egypt",ENVIRONMENTAL EARTH SCIENCES,"Attwa, Mohamed; Gemail, Khaled S.; Eleraki, Mohamed"
91759815,https://sysrev.com/p/121334/article/91759815,consistent,2,deviveytia|||jean-pierre.gattuso,true,true,true,true,false,,,,Getting Ready for a Changing Climate: Supporting Councillor's Leadership Role in Adaptation,NA,"Lee, Joyce Wei Ka"
91759816,https://sysrev.com/p/121334/article/91759816,consistent,2,deviveytia|||adriencomte.pro,false,false|||true,false|||true,false|||true,,,,,"Salinity, microbe and carbonate mineral relationships in brackish and hypersaline lake sediments: A case study from the tropical Pacific coral atoll of Kiritimati",DEPOSITIONAL RECORD,"Schmitt, Susan; Conroy, Jessica L.; Flynn, Theodore M.; Sanford, Robert A.; Higley, Melinda C.; Chen, Mingfei; Fouke, Bruce W."
91759817,https://sysrev.com/p/121334/article/91759817,resolved,3,deviveytia|||adriencomte.pro|||yunne-jai.shin,false,true,true,false,,,,,Sea Change: Changing Management to Protect Ocean Ecosystems,NA,"Farady, Susan E."
91759818,https://sysrev.com/p/121334/article/91759818,consistent,2,deviveytia|||jean-pierre.gattuso,false,false,true,true,,,,,Combining Area-Based and Individual Tree Metrics for Improving Merchantable and Non-Merchantable Wood Volume Estimates in Coastal Douglas-Fir Forests,REMOTE SENSING,"Kelley, Jason; Trofymow, J. A. (Tony); Bone, Christopher"
91759819,https://sysrev.com/p/121334/article/91759819,consistent,2,deviveytia|||jean-pierre.gattuso,false,false|||true,false|||true,true,,,,"""responding to extreme heat not ocean-related""",Heat Adaptive Capacity: What Causes the Differences Between Residents of Xiamen Island and Other Areas?,FRONTIERS IN PUBLIC HEALTH,"Wu, Chaowei; Shui, Wei; Yang, Haifeng; Ma, Meiqi; Zhu, Sufeng; Liu, Yuanmeng; Li, Hui; Wu, Furong; Wu, Kexin; Sun, Xiang"
91759820,https://sysrev.com/p/121334/article/91759820,resolved,3,deviveytia|||adriencomte.pro|||yunne-jai.shin,true,true,true,true,false,false,false,"""no mention climate change""","The Making of a Gravel Beach (Cavo, Elba Island, Italy)",JOURNAL OF MARINE SCIENCE AND ENGINEERING,"Cinelli, Irene; Anfuso, Giorgio; Bartoletti, Enrico; Rossi, Lorenzo; Pranzini, Enzo"
91759821,https://sysrev.com/p/121334/article/91759821,consistent,2,deviveytia|||bopp,false,true,false,true,,,,,Implications of reef ecosystem change for the stability and maintenance of coral reef islands,GLOBAL CHANGE BIOLOGY,"Perry, Chris T.; Kench, Paul S.; Smithers, Scott G.; Riegl, Bernhard; Yamano, Hiroya; O'Leary, Michael J."
91759822,https://sysrev.com/p/121334/article/91759822,consistent,2,adriencomte.pro|||jean-pierre.gattuso,false,true,false,false,,,,,Assimilation of moored velocity data in a model of coastal wind-driven circulation off Oregon: Multivariate capabilities,JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,"Kurapov, AL; Allen, JS; Egbert, GD; Miller, RN; Kosro, PM; Levine, MD; Boyd, T; Barth, JA"
91759823,https://sysrev.com/p/121334/article/91759823,consistent,2,adriencomte.pro|||jean-pierre.gattuso,false,false,false,false,false,,,,Groundwater salinization in a coastal multilayer aquifer: preliminary results on origins and mechanisms- example of Recife (Brazil),NA,"Cary, Lise; Petelet-Giraud, Emmanuelle; Montenegro, Suzana; Hirata, Ricardo; Martins, Veridiana; Aurouet, Axel; Pauwels, Helene; Kloppmann, Wolfram; Aquilina, Luc; COQUEIRAL Team"
91759824,https://sysrev.com/p/121334/article/91759824,consistent,2,bopp|||yunne-jai.shin,false,false,false|||true,false|||true,false,false,,,A critical review of water resources in Greece: The key role of agricultural adaptation to climate-water effects,SCIENCE OF THE TOTAL ENVIRONMENT,"Kourgialas, Nektarios N."
91759825,https://sysrev.com/p/121334/article/91759825,consistent,2,deviveytia|||jean-pierre.gattuso,false,false,true,true,,,,,Improving Quality of Seal Leak Test Product using Six Sigma,NA,"Malik, Abdullah Luthfi; Akbar, Muhammad; Irianto, Dradjad"
91759826,https://sysrev.com/p/121334/article/91759826,consistent,2,deviveytia|||adriencomte.pro,false,true,false,false|||true,,,,,"Seven Decades of Coastal Change at Barter Island, Alaska: Exploring the Importance of Waves and Temperature on Erosion of Coastal Permafrost Bluffs",REMOTE SENSING,"Gibbs, Ann E.; Erikson, Li H.; Jones, Benjamin M.; Richmond, Bruce M.; Engelstad, Anita C."
91759827,https://sysrev.com/p/121334/article/91759827,consistent,2,deviveytia|||jean-pierre.gattuso,false,false|||true,false|||true,true,,,,,New Temperature-based Models for Predicting Global Solar Radiation,APPLIED ENERGY,"Hassan, Gasser E.; Youssef, M. Elsayed; Mohamed, Zahraa E.; Ali, Mohamed A.; Hanafy, Ahmed A."
91759828,https://sysrev.com/p/121334/article/91759828,consistent,2,deviveytia|||jean-pierre.gattuso,false,false,false|||true,false|||true,,,,,Pycnogenol Protects Against Rotenone-Induced Neurotoxicity in PC12 Cells Through Regulating NF-kappa B-iNOS Signaling Pathway,DNA AND CELL BIOLOGY,"Gao, Bo; Chang, Chongwang; Zhou, Jie; Zhao, Tianzhi; Wang, Chao; Li, Chen; Gao, Guodong"
91759829,https://sysrev.com/p/121334/article/91759829,consistent,2,bopp|||adriencomte.pro,false,true,false,false|||true,,,,,"Sediment budget of a cuspate shoreline and its influence on spit development-Lagoa dos Patos, Brazil",GEO-MARINE LETTERS,"Miranda, Inaie Malheiros; Toldo Jr, Elirio Ernestino; da Fontoura Klein, Antonio Henrique; da Silva, Guilherme Vieira; Strauss, Darrell"
91759830,https://sysrev.com/p/121334/article/91759830,consistent,2,deviveytia|||adriencomte.pro,true,true,true,true,,,,,"Impacts of large-scale aquaculture activities on the seawater carbonate system and air-sea CO2 flux in a subtropical mariculture bay, southern China",AQUACULTURE ENVIRONMENT INTERACTIONS,"Han, Tingting; Shi, Rongjun; Qi, Zhanhui; Huang, Honghui; Gong, Xiuyu"
91759831,https://sysrev.com/p/121334/article/91759831,resolved,3,adriencomte.pro|||jean-pierre.gattuso|||deviveytia,true,true,true,true,,true,,"""Yes - intervention includes hard protection measures in coastal adaptation, outcome is relevant to understanding the enabling conditions of the ORO""","Prospect theory, mitigation and adaptation to climate change",JOURNAL OF RISK RESEARCH,"Osberghaus, Daniel"
91759832,https://sysrev.com/p/121334/article/91759832,consistent,2,deviveytia|||jean-pierre.gattuso,true,true,true,true,true,,,,"Coastal Poverty, Resource-Dependent Livelihood, Climate Change, and Adaptation: An Empirical Study in Indian Coastal Sunderbans",NA,"Basu, Jyotish Prakash"
91759833,https://sysrev.com/p/121334/article/91759833,consistent,2,bopp|||adriencomte.pro,false,true,false,false|||true,,,,,Multiple-step numerical modeling to assist aquifer characterization: a case study from the south of Brazil,HYDROGEOLOGY JOURNAL,"Rama, Fabrizio; Miotlinski, Konrad"
91759834,https://sysrev.com/p/121334/article/91759834,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,"FAECAL BACTERIA IN Perna perna (LINNAEUS, 1758) (MOLLUSCA: BIVALVIA) FOR BIOMONITORING COASTAL WATERS AND SEAFOOD QUALITY",BRAZILIAN JOURNAL OF OCEANOGRAPHY,"Martinez, Diego Igawa; Fernandes Cardoso de Oliveira, Ana Julia"
91759835,https://sysrev.com/p/121334/article/91759835,resolved,3,deviveytia|||jean-pierre.gattuso|||yunne-jai.shin,false,true,false,false,,,,"""unsure whether they actually assess the adaptation options in the paper so include""",Coastal inundation and damage exposure estimation: a case study for Jakarta,NATURAL HAZARDS,"Ward, P. J.; Marfai, M. A.; Yulianto, F.; Hizbaron, D. R.; Aerts, J. C. J. H."
91759836,https://sysrev.com/p/121334/article/91759836,consistent,2,deviveytia|||adriencomte.pro,false,false|||true,false,false|||true,,,,,Effects of water quality in oil palm production landscapes on tropical waterbirds in Peninsular Malaysia,ECOLOGICAL RESEARCH,"Sulai, Petra; Nurhidayu, Siti; Aziz, Najjib; Zakaria, Mohamed; Barclay, Holly; Azhar, Badrul"
91759837,https://sysrev.com/p/121334/article/91759837,consistent,2,deviveytia|||jean-pierre.gattuso,false,false|||true,false|||true,true,,,,,Impact of global climate in the diversity patterns of middle Miocene rodents from. the Madrid Basin (Spain),PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY,"Hernandez-Ballarin, Veronica; Pelaez-Campomanes, Pablo"
91759838,https://sysrev.com/p/121334/article/91759838,consistent,2,bopp|||yunne-jai.shin,false,false,true,true,,,,,An analysis of conifer experiments in Britain to identify productive alternatives to Sitka spruce,FORESTRY,"Stokes, Victoria J.; Jinks, Richards; Kerr, Gary"
91759839,https://sysrev.com/p/121334/article/91759839,consistent,2,deviveytia|||jean-pierre.gattuso,false,true,false,true,,,,,Palagonitization of Basalt Glass in the Flanks of Mid-Ocean Ridges: Implications for the Bioenergetics of Oceanic Intracrustal Ecosystems,ASTROBIOLOGY,"Tuerke, Andreas; Nakamura, Kentaro; Bach, Wolfgang"
