Article ID,Article URL,Title,Journal,Authors,Abstract,predict(148489:Include)
91759783,https://sysrev.com/p/121334/article/91759783,Urban Resilience and Landslide Risk Management: The Case of Santos (Brazil),NA,"Ferreira, Karolyne; Abiko, Alex","The concept of Urban Resilience has entered discussions on how cities can prepare for, adapt to, and cope with acute natural disasters. Urban resilience is understood as a process that involves enhancing capabilities for learning about changing conditions and for adapting to such conditions in order to reduce the risk of disasters, restore essential urban services and improve quality of life. In the past, landslides were the major cause of deaths from natural disasters in Santos, a large port city on the coast of Sao Paulo state, Brazil. The number of fatalities however fell significantly with the introduction of the Civil Defence Prevention Plan (PPDC) which has been in annual operation since 1989. The aim of this paper was to identify the landslide risk management tools employed by the Santos Civil Defence Department (responsible for disaster management), and to analyse the role of these tools in promoting urban resilience. Field, documentary and qualitative research (including literature reviews) revealed the Department's use of the following instruments: weather monitoring; a map to chart susceptibility to gravitational mass movements and floods; a Risk Reduction Plan; and a geotechnical map to illustrate aptitude for urbanization. The paper concludes that promotion of urban resilience by the Santos Civil Defence has been only partially achieved to date. The above-mentioned tools are still being implemented only gradually and challenges remain, such as the need to improve coordination between local government departments in favour of risk reduction.",0.295
91759784,https://sysrev.com/p/121334/article/91759784,Influences of tropical monsoon climatology on the delivery and dispersal of organic carbon over the Upper Gulf of Thailand,MARINE GEOLOGY,"Wu, Bin; Wu, Xiaodan; Shi, Xuefa; Qiao, Shuqing; Liu, Shengfa; Hu, Limin; Liu, Jihua; Bai, Yazhi; Zhu, Aimei; Kornkanitnan, Narumol; Khokiattiwong, Somkiat","Organic carbon cycling in SE Asia is data-sparse and poorly studied, although high sediment yield and organic carbon intensity occur in the tropical region. In the present study, we evaluated the role of tropical monsoon pertaining to fluvial discharge, sediment load, coastal current and water stratification on seasonal organic carbon dynamics during four sampling campaigns in the Upper Gulf of Thailand (UGoT). This study demonstrates that particulate organic carbon (POC) is closely correlated with the river influx of suspended sediment, which is generally regulated by the local rainfall. Higher POC is found near the large estuarine section (Chao Phraya River, CHAO) during southwest monsoon period and the small estuarine section (Mae Klong River, MK) during November 2013 when tropical cyclones impacted. POC in the estuarine sections is more significantly influenced by the seasonal shift compared with the coastal sections. Land-derived organic matter prevails in the small estuarine and coastal sections, while marine-derived organic matter dominates in the estuarine sections impacted by CHAO and MK. Anthropogenic inputs and dam regulation also influences the river export of organic matter during the high precipitation periods. Total organic carbon (TOC) however displays less significant seasonal monsoon variations than POC. Further, TOC tends to accumulate in the sub-silt fraction of sediments, which mainly occurs in the small estuarine and eastern coastal sections and is more obviously influenced by marine-derived factors. TOC in sediment of the CHAO and MK influenced sections however displays more seasonal variations with prevailing river input evidenced by coarser sediment and higher C/N ratios. Moreover, the almost year round water stratification across the region acts as the barrier in retaining organic carbon in the estuaries and their vicinities from dispersal into the lower portion of Gulf of Thailand. High sedimentation rate (similar to 1.1 cm.yr(-1)) further facilitates the organic carbon burial in the study area. The delivery, dispersal and burial of organic carbon are closely associated with the climate-controlled precipitation, and thus the tropical monsoon climatology under the global warming in particular is an important factor influencing the organic carbon in the UGoT.",0.077
91759785,https://sysrev.com/p/121334/article/91759785,Urbanization Alters the Influence of Weather and an Index of Forest Productivity on Avian Community Richness and Guild Abundance in the Seattle Metropolitan Area,FRONTIERS IN ECOLOGY AND EVOLUTION,"Shryock, Benjamin; Marzluff, John M.; Moskal, L. Monika","Fluctuations in weather and forest productivity influence the abundance and richness of bird populations, however in a rapidly urbanizing landscape the relative importance of each factor may vary. We assessed this possibility in the Seattle, WA, USA region by correlating 10 years of bird richness and relative abundance of nine guilds indicative of their tolerance of human development, migration, diet and use of human food subsidies with an annual index of forest productivity (vegetation greenness derived from a 250m resolution Normalized Difference Vegetation Index (NDVI) product from the MODIS satellite) and weather (variation in the Oceanic Nino Index, which estimates the strength of the El Nino-Southern Oscillation, a major driver of local temperature and precipitation). We found that variation in NDVI exerted a strong influence on the richness of the avian community and the abundance of guilds in landscapes undergoing active development, but was less influential in areas of established housing development or forested reserves. Relative to NDVI, weather was much less influential on the abundance of guilds at actively changing sites, and slightly more influential in forest reserves and established developments. Following the warm winter and during the dry summer associated with a strong El Nino, migrants and herbivores declined in changing landscapes, insectivores declined in established developments, and herbivores declined while synanthropic species increased in reserves. These changes may presage the effects of climate change in the Pacific Northwest, which are expected to be similar to El Nino conditions. To buffer these changes in native bird communities, planners, developers, regulators, and home owners shouldminimize the loss of vegetation during development and attempt to quickly achieve mature landscaping that preferably provides food and shelter for birds.",0.075
91759786,https://sysrev.com/p/121334/article/91759786,"Integration of Biomonitoring and Instrumental Techniques to Assess the air Quality in An Industrial Area Located in the Coastal of Central Asturias, Spain",JOURNAL OF TOXICOLOGY AND ENVIRONMENTAL HEALTH-PART A-CURRENT ISSUES,"Almeida, Susana Marta; Lage, Joana; Freitas, Maria do Carmo; Pedro, Ana Isabel; Ribeiro, Tiago; Silva, Alexandra Viana; Canha, Nuno; Almeida-Silva, Marina; Sitoe, Timoteo; Dionisio, Isabel; Garcia, Silvia; Domingues, Goncalo; Perim de Faria, Julia; Gonzalez Fernandez, Beatriz; Ciaparra, Diane; Wolterbeek, Hubert T.","Throughout the world, epidemiological studies were established to examine the relationship between air pollution and mortality rates and adverse respiratory health effects. However, despite the years of discussion the correlation between adverse health effects and atmospheric pollution remains controversial, partly because these studies are frequently restricted to small and well-monitored areas. Monitoring air pollution is complex due to the large spatial and temporal variations of pollution phenomena, the high costs of recording instruments, and the low sampling density of a purely instrumental approach. Therefore, together with the traditional instrumental monitoring, bioindication techniques allow for the mapping of pollution effects over wide areas with a high sampling density. In this study, instrumental and biomonitoring techniques were integrated to support an epidemiological study that will be developed in an industrial area located in Gijon in the coastal of central Asturias, Spain. Three main objectives were proposed to (i) analyze temporal patterns of PM10 concentrations in order to apportion emissions sources, (ii) investigate spatial patterns of lichen conductivity to identify the impact of the studied industrial area in air quality, and (iii) establish relationships amongst lichen conductivity with some site-specific characteristics. Samples of the epiphytic lichen Parmelia sulcata were transplanted in a grid of 18 by 20 km with an industrial area in the center. Lichens were exposed for a 5-mo period starting in April 2010. After exposure, lichen samples were soaked in 18-MO water aimed at determination of water electrical conductivity and, consequently, lichen vitality and cell damage. A marked decreasing gradient of lichens conductivity relative to distance from the emitting sources was observed. Transplants from a sampling site proximal to the industrial area reached values 10-fold higher than levels far from it. This finding showed that lichens reacted physiologically in the polluted industrial area as evidenced by increased conductivity correlated to contamination level. The integration of temporal PM10 measurements and analysis of wind direction corroborated the importance of this industrialized region for air quality measurements and identified the relevance of traffic for the urban area.",0.037
91759787,https://sysrev.com/p/121334/article/91759787,An innovative climate adaptation planning process: iDEAL project,JOURNAL OF ENVIRONMENTAL MANAGEMENT,"Lucertini, Giulia; Di Giustino, Gianmarco; Dall'Omo, Carlo Federico; Musco, Francesco","Climate change triggers increasing stresses on urban settlements and coastal areas. The intensification of climate-connected impacts requires municipalities and communities to undertake adaptation measures and plans. These interventions should be capable of reducing negative climatic effects on human habitat and regional bioregions. On the one hand, the international scientific community recognized the supported adaptation planning approach as the more suitable to cope with local needs and criticalities. On the other hand, there is a lack of practical guidelines and examples that can be used to implement the theory. From a perspective of growth of global awareness and sensitivity to the climatic emergency, it is necessary to develop a practical methodology able to link together impacts perception and public decision process at the local scale. The paper aims to fill the gap between the theoretical approach and the practice, through a replicable experience of integration among climate change adaptation concepts and decision-making processes. The proposed methodology is described in a 4-step process to support decision-makers in selecting tailored adaptation policies and measures. The article is based on the experience developed within the Interreg It-Hr project ``iDEAL - Decision support for Adaptation pLan{''} project. The research combines a quantitative and qualitative methodology in local participation processes. The approach is tested on five Mediterranean coastal cities and allowed to support the development of tailored adaptation measures. Furthermore, the interaction with local actors during the process led to an acceptance of the implemented measures, designing each measure to stakeholders' ambitions and expectations.",0.957
91759788,https://sysrev.com/p/121334/article/91759788,"Mainstreaming adaptation strategy for flood risk due to climate change impact on Jakabaring, Palembang, Indonesia",NA,"Hamdani, Y.; Ilmiaty, R. S.; Noviarti, D.; Hidayat, A.","Jakabaring and its surrounding which is part of Palembang are also experienced a high level exposure to hazard of inundation, where the area is heavily affected by tides which are mostly swamps, consisting of reclamation and protection swamps that are vulnerable to the effects of climate change. This study aims to determine the level of risk due to inundation hazards that occur in current conditions and projected conditions through risk assessment with spatial approaches and adaptation strategies needed, The vulnerability parameters that used are exposure (topography, land use, infrastructure), adaptation capacity (drainage), sensitivity (population density, education level, age, gender and poverty). In the baseline condition, Jakabaring and its surrounding areas is on moderate level of risk. Meanwhile in the projection condition (2030), Jakabaring and its surrounding areas is on high level of risk. The adaptation strategies due to climate change impact that can be carried out are river normalization, drainage normalization, infiltration measure, pumping, green open space, canalization, bio-pore, water retention ponds, multiplying gardens in residential area, roads enhancement, pavement enhancement, polders along rivers, and supervision of swamp regulations.",0.765
91759789,https://sysrev.com/p/121334/article/91759789,EFFECT OF PHYSICAL-TRAINING ON BREATHING PATTERN DURING PROGRESSIVE EXERCISE,RESPIRATION PHYSIOLOGY,"MCPARLAND, C; KRISHNAN, B; LOBO, J; GALLAGHER, CG","It has been suggested that physical training causes a slower, deeper breathing pattern at a given level of ventilation, but there is no convincing evidence to support this. We examined breathing pattern during maximal incremental exercise on a cycle ergometer in 7 males before and after 3-4 weeks of cycle endurance training (TRAINING), and in 6 males before and after a similar period of unaltered physical activity (CONTROL); all subjects were healthy and previously sedentary. After physical training there was a significant increase in peak oxygen uptake, and significant reductions in carbon dioxide output, heart rate (fHR) and minute ventilation (VI) at submaximal workloads; peak VI was significantly increased whereas peak fHR was unchanged. At matched VI levels (moderate, moderately-high, high) the TRAINING subjects' breathing pattern was not significantly altered; there was a power of at least 80\% to detect a significant (> 0.30 L) increase in tidal volume (P < 0.05) at moderately high and high ventilation levels. There was no change in the CONTROL subjects' maximal exercise performance, or breathing pattern at matched VI levels, over the same period. Short-term, activity-specific physical training does not significantly affect the breathing pattern adopted by normal humans during progressive exercise.",0.286
91759790,https://sysrev.com/p/121334/article/91759790,"Integrated stratigraphy, facies analysis and correlation of the upper Albian-lower Turonian of the Esfahan area (Iran): Unravelling the conundrum of the so-called ``Glauconitic Limestone{''",CRETACEOUS RESEARCH,"Hairapetian, Vachik; Wilmsen, Markus; Ahmadi, Amir; Shojaei, Ziba; Berensmeier, Michaela; Majidifard, Mahmoud Reza","The so-called ``Glauconitic Limestone of Esfahan{''} is a thin (<4 m) but very conspicuous lithological unit that is well known for its late Albian to middle Cenomanian ammonite faunas. However, it consists of two genetically unrelated stratigraphical units: the lower part commonly comprises fine-grained bioclastic limestones that are poor in macrofossils and rest with a sharp basal surface on mid-upper Albian strata of the deep-marine Bazyab Formation: the microbiostratigraphy shows this part to be mid-late Albian in age (Pseudothalmanninella ticinensis Zone), thus constituting a lithostratigraphical equivalent of the lower Debarsu Formation. The upper part of the ``Glauconitic Limestone{''} consists of a fossiliferous glauconitic conglomerate with large rounded limestone pebbles to boulders and phosphatized bio-/lithoclasts, yielding the famous ammonite faunas of the unit. It has a major erosional unconformity at its base that may cut out the Debarsu Formation over short distances and it shows a fining-upward trend grading into an overlying marl and argillaceous limestone unit. These observations demonstrate that the glauconitic conglomerate initiated a new depositional cycle and is thus genetically related to the overlying fine-grained strata. Consequently, the glauconitic conglomerate is regarded as the basal TakhteSheitan Member (new) of the Kolah-Qazi Formation (new), formalized herein. The matrix of the upper part of the Takhte-Sheitan Member could be dated as mid-late Cenomanian (upper Rotalipora cushmani Zone) and the overlying fine-grained offshore deposits of the Kolah Qazi Formation as latest Cenomanian to early Turonian by means of foraminifera, ammonites, inoceramid bivalves and carbon stable isotopes. Thus, the late Albian to middle Cenomanian phosphatized ammonites from the Takhte-Sheitan Member are derived, i.e., represent classic remanie faunas. The Takhte-Sheitan Member is regarded as a complex, condensed transgressive lag onlapping a considerable palaeotopography after a late mid- to early late Cenomanian tectonic event. The overlying marl and argillaceous limestones of the Kolah-Qazi Formation indicate a considerable deepening in response to a major eustatic sea-level rise and highstand across the Cenomanian Turonian boundary associated by increased organic carbon burial related to the oceanic anoxic event (OAE) 2. The carbon stable isotope curve from the base of the Kolah-Qazi Formation (Takhte-Sheitan Member) up-section into the marls and argillaceous limestones shows the conspicuous structure of the major positive excursion of the OAE 2 and serves as precise tool for the high-resolution chemostratigraphic calibration of the Iranian sections. It provides a new reference curve for the OAE 2 in the Middle East. (C) 2018 Elsevier Ltd. All rights reserved.",0.170
91759791,https://sysrev.com/p/121334/article/91759791,Forecasting shifts in habitat suitability of three marine predators suggests a rapid decline in inter-specific overlap under future climate change,ECOLOGY AND EVOLUTION,"van Beest, Floris M.; Dietz, Rune; Galatius, Anders; Kyhn, Line Anker; Sveegaard, Signe; Teilmann, Jonas","Understanding how environmental and climate change can alter habitat overlap of marine predators has great value for the management and conservation of marine ecosystems. Here, we estimated spatiotemporal changes in habitat suitability and inter-specific overlap among three marine predators: Baltic gray seals (Halichoerus grypus), harbor seals (Phoca vitulina), and harbor porpoises (Phocoena phocoena) under contemporary and future conditions. Location data (>200 tagged individuals) were collected in the southwestern region of the Baltic Sea; one of the fastest-warming semi-enclosed seas in the world. We used the maximum entropy (MaxEnt) algorithm to estimate changes in total area size and overlap of species-specific habitat suitability between 1997-2020 and 2091-2100. Predictor variables included environmental and climate-sensitive oceanographic conditions in the area. Sea-level rise, sea surface temperature, and salinity data were taken from representative concentration pathways {[}RCPs] scenarios 6.0 and 8.5 to forecast potential climate change effects. Model output suggested that habitat suitability of Baltic gray seals will decline over space and time, driven by changes in sea surface salinity and a loss of currently available haulout sites following sea-level rise in the future. A similar, although weaker, effect was observed for harbor seals, while suitability of habitat for harbor porpoises was predicted to increase slightly over space and time. Inter-specific overlap in highly suitable habitats was also predicted to increase slightly under RCP scenario 6.0 when compared to contemporary conditions, but to disappear under RCP scenario 8.5. Our study suggests that marine predators in the southwestern Baltic Sea may respond differently to future climatic conditions, leading to divergent shifts in habitat suitability that are likely to decrease inter-specific overlap over time and space. We conclude that climate change can lead to a marked redistribution of area use by marine predators in the region, which may influence local food-web dynamics and ecosystem functioning.",0.069
91759792,https://sysrev.com/p/121334/article/91759792,Mercury Inputs Into Eastern China Seas Revealed by Mercury Isotope Variations in Sediment Cores,JOURNAL OF GEOPHYSICAL RESEARCH-OCEANS,"Meng, Mei; Liu, Hongwei; Yu, Ben; Yin, Yongguang; Hu, Ligang; Li, Yanbin; Chen, Jiubin; Shi, Jianbo; Jiang, Guibin","The mercury (Hg) loadings to the coastal regions of China have significantly increased in the last decades, and it is thus critical to unravel the input pathway and historical influx of these Hg. Here, concentrations and isotope compositions of Hg in three sediment cores collected from different mud areas of eastern China seas were comprehensively analyzed to investigate the spatial and temporal Hg inputs. The sediment core from nearshore mud area had distinctly higher delta Hg-202 and lower Delta Hg-199 values than those from offshore mud area, exhibiting an obvious difference in dominant Hg sources (land-based vs. atmospheric). An isotope mixing model on basis of Hg isotope signatures of these cores revealed that the contributions of Hg sources varied significantly not only among different sites but also among different periods. Rapid development of industrialization and urbanization since the 1980s have significantly increased Hg especially industrial Hg inputs into eastern China seas. Our study suggests that the central mud area of Yellow Sea could well record the historical influxes of different Hg sources especially atmospheric Hg, as well as historical Hg emission events like industrialization/urbanization and modern Chinese wars, which would contribute to reconstruct the chronology of Hg inputs into eastern China seas.",0.073
91759793,https://sysrev.com/p/121334/article/91759793,"Feasibility of recharging reclaimed wastewater to the coastal aquifers of Perth, Western Australia",PROCESS SAFETY AND ENVIRONMENTAL PROTECTION,"Li, Q.; Harris, B.; Aydogan, C.; Ang, M.; Tade, M.","Perth has a dry climate with most rainfall confined to winter season. By recharging treated wastewater into suitable aquifers along the coastal margin of Perth, a range of benefits may be achieved including: (1) prevention of saline water intrusion; (2) restoration of groundwater levels; (3) water banking and withdrawal to balance seasonal differences in water supply; (4) improvements in water quality; and (5) flexibility in aquifer management. The technical key points to implement this wastewater reuse strategy are in the hydrogeological sustainability, groundwater contamination, and treated wastewater quality. Recent developments in wastewater treatment technology have made it possible to convert sewage into fair quality/potable water. With the available data on Perth groundwater, a cost-effective wastewater treatment process is designed, which is intended to fully utilize the geopurification function. Numerical analysis is performed to investigate the impact of the reclaimed water injection on Perth basin's hydrogeology and chemical, biological content in subsurface formations. Deep aquifer injection and shallow aquifer injection are both considered.",0.136
91759794,https://sysrev.com/p/121334/article/91759794,Impacts of sea level rise on wave overtopping rates around the coast of England,PROCEEDINGS OF THE INSTITUTION OF CIVIL ENGINEERS-MARITIME ENGINEERING,"Hames, Dominic P.; Vidal, Isabel; Gouldby, Ben P.","There is unequivocal evidence that global sea levels are rising. It is therefore inevitable there will be socioeconomic impacts as a result of this. To aid mitigation, and the implementation of adaptation measures, it is vital the magnitude of the potential impact is quantified. Current approaches in the UK make simplifying assumptions regarding the relationship between present-day and future economic damage relating to coastal flood risk. The analysis undertaken here supports studies of an improved impact of sea level rise by providing national-scale estimates of changes in wave overtopping rates and flood defence overflow rates, as a result of different amounts of sea level rise. The analysis involves the application of components of an existing risk-based coastal flood risk analysis method. A subset of almost 600 flood defence assets around the country has been analysed for sea level rise rates up to 1 m. The resulting analysis shows that, on average, the wave overtopping rate increases by up to 150 times above present-day rates for lower return periods and by up to five times for higher return periods. This differential arises as a result of non-linearities in overtopping rates with increasing extreme sea levels.",0.873
91759795,https://sysrev.com/p/121334/article/91759795,The syn-rift stratigraphic record across a fossil hyper-extended rifted margin: the example of the northwestern Adriatic margin exposed in the Central Alps,INTERNATIONAL JOURNAL OF EARTH SCIENCES,"Ribes, Charlotte; Manatschal, Gianreto; Ghienne, Jean-Francois; Karner, Garry D.; Johnson, Christopher A.; Figueredo, Patricio H.; Incerpi, Nicolo; Epin, Marie-Eva","To understand the overall spatial and temporal evolution and resulting sedimentary stacking patterns within an evolving hyper-extended rift system, we investigated the Austroalpine and Upper Penninic nappes in the Central Alps. These nappes preserve pristine remnants of the northwestern Adriatic rifted margin showing the transition from stretched and hyper-extended continental crust to exhumed mantle of a sediment-starved, magma-poor rifted margin. Our paper reviews sedimentological and structural data that enable us to determine a general chrono-tectono-stratigraphic framework for the syn-rift succession of the margin. The detailed study of the facies distribution within the different rift domains, including proximal, necking, hyper-extended, and exhumed mantle domains, allow us to identify syn- and post-tectonic sedimentary packages. The correlation of these sedimentary packages between the rift domains is based on the identification of basin-wide correlative stratigraphic intervals linked to global or basin-wide Jurassic events: (1) the Early Toarcian Oceanic Anoxic Event; (2) an Early Bajocian bio-siliceous event; and (3) the onset of Tithonian carbonate-dominated sedimentation. Using these timelines, we could recognize the oceanward propagation of the syn-tectonic package from the proximal to the exhumed mantle domains as a function of time. A key observation is that syn-tectonic packages can be compartmentalized into four tectonic system tracts across the margin. Each system tract and their associated bounding surfaces record the stratigraphic evolution and change in deformation mode related to distinct and successive syn-rift phases that correspond to the stretching (similar to 10My), necking (similar to 6My), hyper-extension (similar to 15My), and mantle exhumation (similar to 18My) phases.",0.042
91759796,https://sysrev.com/p/121334/article/91759796,Beyond static spatial management: Scientific and legal considerations for dynamic management in the high seas,MARINE POLICY,"Crespo, Guillermo Ortuno; Mossop, Joanna; Dunn, Daniel; Gjerde, Kristina; Hazen, Elliott; Reygondeau, Gabriel; Warner, Robin; Tittensor, Derek; Halpin, Patrick","Natural and human stressors in the high seas act across a wide range of spatial and temporal scales. These include direct interaction such as fisheries bycatch or indirect interaction like warming oceans and plastic ingestion. Area-based management tools (ABMTs), such as marine protected areas and time-area closures, are a widely accepted and a broadly successful form of management used to mitigate localized human impacts on marine species and ecosystems. Protection provides an opportunity for population recovery, which can then propagate outside of the closure. As the United Nations negotiates a new treaty on the conservation and sustainable use of biodiversity beyond national jurisdiction, efforts to design and implement high seas ABMTs at appropriate scales are critical to ensure that these spatial protection measures are most effective and climate-ready in the face of changing oceans. Here we identify the four most important temporal scales contemporary, intra-annual, multi-annual and multidecadal - for aligning high seas ABMTs to relevant ecological, oceanographic and atmospheric processes. From this, we explore how managers and decision-makers can integrate this knowledge when implementing a new treaty.",0.691
91759797,https://sysrev.com/p/121334/article/91759797,Uncertainty in the oceanic heat and carbon uptake and its impact on climate projections,GEOPHYSICAL RESEARCH LETTERS,"Sokolov, A; Wang, C; Holian, G; Stone, P; Prinn, R","The impact of uncertainty in the rate of heat and carbon uptake by the deep ocean on climate response to increases in greenhouse gas concentrations is studied by means of simulations with a two-dimensional climate-chemistry model. We assume that mixing of both heat perturbations and carbon into the deep ocean can be parameterized by effective diffusion. Comparison of two-dimensional model and coupled atmosphere-ocean GCM simulations justifies such an approach for projections 100-150 years ahead. Rates of vertical mixing fbr temperature perturbations and carbon are assumed to be positively correlated. We consider the uncertainty range of transient projections of climate change when the above correlation is taken into account. Compared to taking into account changes just in the rate of heat uptake, we find that the range of projections of global surface warming is increased, but the range of projections of sea level rise due to thermal expansion is decreased.",0.082
91759798,https://sysrev.com/p/121334/article/91759798,Long-term CO2 Emission Reduction from Renewable Energy in Power Sector: The case of Thailand in 2050,NA,"Kusumadewi, Tri Vicca; Winyuchakrit, Pornphimol; Limmeechokchai, Bundit","This paper presents CO2 mitigation potential in the power sector of Thailand regarding to the Power Development Plan (PDP 2015) and Alternative Energy Development Plan (AEDP 2015). Renewable energy and advanced technology have the potential to play an important role in providing clean energy. The Long-range Energy Alternative Planning (LEAP) model is used to analyze future electricity demand, fuel consumption and CO2 emissions reduction in the long term planning during 2010-2050. Regarding to those plans, implementations of renewable energy and advanced technology are proposed for mitigation options. The mitigation scenarios offer sustainable potential of renewable technologies and advanced technologies such as solar, wind, biomass, nuclear, hydropower, hydrogen fuel cell, tidal, geothermal and fossil-fuel power plants with carbon capture storage (CCS). Four mitigation scenarios are modeled along with the BAU scenario. The Mitigation 1 (MIT01) scenario is the base-case mitigation scenario based on the target of PDP2015, which target of renewable energy is 19,634 MW in 2036. In the Mitigation 2 (MIT02) scenario, the technologies in the MIT01 plus new technologies such as hydrogen fuel cell, tidal and geothermal are implemented. Clean fossil fuel technologies with CCS, for example natural gas and coal technologies; arc applied in the Mitigation 3 (MIT03) scenario. In the Mitigation 4 (MIT04) scenario as the peak CO2 scenario. Results show that, in the BAU scenario, electricity demand and CO2 emissions from the power sector will increase to 52,770 ktoe and 345,959 kt-CO2eq, respectively in 2050. By adopting mitigation options, total CO2 emissions in 2050 can be mitigated by 69.66\% in MIT04, following by 50.83\% in MIT02, 47.22\% in MIT03, and 41.71\% in MHIT01 when compared to the BAU scenario. Moreover, regarding to the MIT04, Thailand can meet its peak CO2 emission by 2036. (C) 2017 The Authors. Published by Elsevier Ltd. Peer-review under responsibility of the scientific committee of the 2017 International Conference on Alternative Energy in Developing Countries and Emerging Economies.",0.843
91759799,https://sysrev.com/p/121334/article/91759799,PERFORMANCE AND SENSITIVITY OF RAPID SUBLETHAL SEDIMENT TOXICITY TESTS WITH THE AMPHIPOD MELITA PLUMULOSA AND COPEPOD NITOCRA SPINIPES,ENVIRONMENTAL TOXICOLOGY AND CHEMISTRY,"Simpson, Stuart L.; Spadaro, David A.","Sublethal whole-sediment toxicity tests are an important tool for assessing the potential effects of contaminated sediments. However, the longer duration required for evaluating potential chronic effects may increase endpoint variability and test costs compared to survival endpoints. In the present study we compare the performance and sensitivity to contaminants of 10-d sublethal sediment toxicity tests with the amphipod Melita plumulosa and harpacticoid copepod Nitocra spinipes. For both tests, sublethal effects were consistently observed when sediment contaminant concentrations exceeded sediment quality guideline (SQG) concentrations. The response of these bioassays in metal-contaminated sediments was shown to conform ideally with respect to the mean SQG quotient calculated on the basis of the Australian and New Zealand lower SQG trigger value, with toxicity being observed only in those sediments where the mean quotient exceeded one. Better predictions of nontoxicity were obtained when dilute acid-extractable rather than total metal concentrations were used. Using the upper SQG, toxicity frequently occurred at mean quotients below one. The effects were generally consistent with predictions from the acid-volatile sulfide and simultaneously extracted metal model. Effects on reproduction of M. plumulosa were detected for sediments that did not cause effects on survival and highlighted the environmental relevance and importance of using these sublethal endpoints. When using four replicates for M. plumulosa and five replicates for N. spinipes, the endpoint variability (standard error) was less than 10\%. Variations in sediment particle size and organic carbon content did not affect endpoint variability. Both species are relatively easily cultured in the laboratory, and the estimated effort and cost of achieving the sublethal endpoints is 1.5 times that of the acute survival test endpoints. Environ. Toxicol. Chem. 201130:2326-2334. (C) 2011 SETAC",0.125
91759800,https://sysrev.com/p/121334/article/91759800,"Fate and consequence of nutrients at an abandoned feedlot, Glacial Ridge National Wildlife Refuge, Minnesota, USA",ELEMENTA-SCIENCE OF THE ANTHROPOCENE,"Gerla, Philip J.; Gbolo, Prosper","Old, abandoned feedlots may serve as a source of nutrients that can degrade groundwater and downstream water quality. We characterized the distribution and concentration of nutrients at the Crookston Cattle Company feedlot (northwest Minnesota, USA), 15 years after it ended operations in 1999. Groundwater nitrate concentration decreased from 55 mg/L (as nitrogen) in 2003 to less than 5 mg/L since 2007. Results from stable isotope analysis, with delta N-15 and delta O-18 in groundwater nitrate ranging up to +44 and +30\%, respectively, suggest denitrification as the cause, rather than either nitrate transport from the site or dilution. Phosphorus, with soil B-horizon concentrations as much as 112 and averaging 24 mg/kg, is sequestered by carbonate-rich glacial sediments and, serendipitously, an iron-rich sand deposit formed millennia ago by wave action along the shore of glacial Lake Agassiz. Map analysis indicates roughly 20,000 kg of P in excess of background concentration remains in soil at the 15 ha site. Evidence suggests that the former feedlot has not affected water quality significantly in an agricultural ditch that drains the feedlot and its vicinity. Rather than originating from the feedlot, small increases of total phosphorus observed in the downstream ditch likely result from release of phosphorus from nearby recently restored wetlands. More consequential than elevated nutrient concentrations to the future reclamation of this and similar sites is the persistence of robust non-native species. Our results suggest that before development, feedlot sites should be evaluated for their phosphorus sequestration and denitrification potential, thus mitigating the potential for later off-site transport of nutrients.",0.079
